model,registration,gear,fuel,tax,mpg,engineSize,make,car_age,price,mileage,car,class
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,25825.559999999998,14794.755,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,150,49.6,2.0,Volkswagen,5,27924.3,52979.543,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,145,53.3,2.0,Volkswagen,7,13335.72,142246.863,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.2,2.0,Volkswagen,4,34542.0,13116.568,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,40.4,1.4,Volkswagen,5,25644.3,10067.512999999999,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,145,40.4,1.4,Volkswagen,5,25079.999999999996,17159.985,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,7,17659.739999999998,77067.882,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Diesel,165,49.6,2.0,Volkswagen,7,20514.3,12067.5,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,150,50.4,2.0,Volkswagen,5,29064.3,23797.11,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,150,40.4,2.0,Volkswagen,4,28497.719999999998,5681.379,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,19944.3,46168.646,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Petrol,145,40.9,1.5,Volkswagen,4,24504.3,8045.0,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,35.3,2.0,Volkswagen,4,36003.479999999996,9608.948,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Petrol,145,37.7,1.5,Volkswagen,4,27245.999999999996,11263.0,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,31.4,2.0,Volkswagen,3,32489.999999999996,9654.0,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Petrol,145,30.4,2.0,Volkswagen,4,34165.799999999996,8662.856,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,40.4,2.0,Volkswagen,4,34188.6,2944.47,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,24794.999999999996,13615.358,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,29639.999999999996,12067.5,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.8,2.0,Volkswagen,4,31093.499999999996,12902.571,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,31.4,2.0,Volkswagen,3,36480.0,3723.226,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,4,31270.199999999997,160.9,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,40.4,2.0,Volkswagen,4,29354.999999999996,9271.057999999999,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.2,2.0,Volkswagen,4,37608.6,17.698999999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Semi-Auto,Diesel,205,47.7,2.0,Volkswagen,9,13350.539999999999,73730.816,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,145,38.2,2.0,Volkswagen,5,29618.339999999997,36279.731999999996,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,5,24898.739999999998,17610.505,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,22265.339999999997,40630.468,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,49.6,2.0,Volkswagen,4,24498.6,17.698999999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Manual,Diesel,150,53.3,2.0,Volkswagen,8,13104.3,93910.894,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,46.3,1.4,Volkswagen,5,20737.739999999998,25512.304,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.2,2.0,Volkswagen,4,37608.6,45.052,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,57.6,2.0,Volkswagen,5,28497.719999999998,34614.417,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,23709.719999999998,18057.807,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,40.4,2.0,Volkswagen,4,27804.6,11737.655,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,4,33294.84,14540.533,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,6,26217.719999999998,31108.406,Volkswagen Tiguan,Compact SUV
Tiguan,2013,Manual,Diesel,165,48.7,2.0,Volkswagen,10,11394.3,105304.223,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,19307.039999999997,51150.11,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,22048.739999999998,6719.184,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Petrol,150,37.7,1.5,Volkswagen,3,32782.979999999996,7374.047,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,35.3,2.0,Volkswagen,4,36167.64,10331.389,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,25846.079999999998,52870.131,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,38026.979999999996,3050.6639999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,150,31.4,2.0,Volkswagen,3,36966.78,1090.902,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Petrol,145,42.2,1.5,Volkswagen,4,22742.999999999996,24.134999999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,5,23953.679999999997,22630.585,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,7,27692.879999999997,19914.593,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,150,39.8,2.0,Volkswagen,5,30541.739999999998,20917.0,Volkswagen Tiguan,Compact SUV
Tiguan,2013,Manual,Diesel,150,53.3,2.0,Volkswagen,10,9687.72,108609.109,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,145,40.4,1.4,Volkswagen,5,26347.679999999997,17832.547,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,40.4,2.0,Volkswagen,4,28123.8,16653.15,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,42.8,2.0,Volkswagen,3,38600.399999999994,233.305,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,29870.28,27414.142,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,58.9,2.0,Volkswagen,6,20009.28,31029.565,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,37494.6,806.109,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,21890.28,30416.536,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,150,58.9,2.0,Volkswagen,6,20431.079999999998,21354.648,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,8,18652.679999999997,52051.15,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,28397.399999999998,11629.852,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,42.2,2.0,Volkswagen,4,30746.94,7003.977,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,150,50.4,2.0,Volkswagen,6,19948.859999999997,52741.411,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,19790.399999999998,54175.03,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,160,50.4,2.0,Volkswagen,6,19944.3,58981.113,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,8,14814.3,76440.372,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,165,49.6,2.0,Volkswagen,6,21079.739999999998,41576.56,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,38695.02,5034.561,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,57.6,2.0,Volkswagen,5,23087.28,18706.234,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.2,2.0,Volkswagen,4,36894.96,12715.927,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,50.4,2.0,Volkswagen,6,25891.679999999997,49282.061,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,26050.14,61370.478,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,58.9,2.0,Volkswagen,6,22904.879999999997,39296.606999999996,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,20795.879999999997,30591.917,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,32314.44,8979.829,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,145,50.4,2.0,Volkswagen,5,22699.679999999997,22125.359,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.8,2.0,Volkswagen,4,33048.6,6003.179,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,165,50.4,2.0,Volkswagen,6,18799.739999999998,61671.361,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Petrol,240,38.2,2.0,Volkswagen,7,24181.679999999997,36603.141,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Manual,Diesel,165,48.7,2.0,Volkswagen,8,13099.74,63555.5,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,5,29710.679999999997,2556.701,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,46.3,2.0,Volkswagen,4,28260.6,7385.3099999999995,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,34188.6,11917.863,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,42.2,2.0,Volkswagen,3,30757.199999999997,3530.146,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,3,33048.6,5066.741,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,18993.539999999997,75050.196,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,3,32478.6,983.099,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,39.2,2.0,Volkswagen,3,44448.6,2386.147,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Petrol,145,35.3,2.0,Volkswagen,3,42168.6,773.929,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,46.3,2.0,Volkswagen,4,28157.999999999996,8093.2699999999995,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,29475.839999999997,10641.926,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,46.3,2.0,Volkswagen,4,26210.879999999997,11649.16,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,24500.879999999997,12851.083,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,46.3,1.4,Volkswagen,5,20178.0,23277.403,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,150,40.4,1.4,Volkswagen,5,25073.159999999996,18371.561999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,6,26214.3,48249.083,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,26007.96,15414.22,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,35898.6,8714.344,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,145,53.3,2.0,Volkswagen,7,16267.8,69066.325,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,33645.96,4329.819,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,33452.159999999996,6397.384,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,145,53.3,2.0,Volkswagen,7,15037.739999999998,48974.742,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,4,30655.739999999998,4806.083,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,6,21198.3,80380.813,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Automatic,Diesel,160,49.6,2.0,Volkswagen,7,19855.379999999997,23322.454999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,145,58.9,2.0,Volkswagen,5,20075.399999999998,34838.068,Volkswagen Tiguan,Compact SUV
Tiguan,2013,Semi-Auto,Diesel,200,47.7,2.0,Volkswagen,10,12539.999999999998,64366.436,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,5,30774.299999999996,36339.265,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,46.3,1.4,Volkswagen,5,19825.739999999998,28941.083,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,30427.739999999998,5018.471,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,45.6,2.0,Volkswagen,4,30427.739999999998,10119.001,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,50.4,2.0,Volkswagen,6,25149.539999999997,44162.223,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,17852.399999999998,80071.885,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,160,50.4,2.0,Volkswagen,6,26209.739999999998,27016.719,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,150,47.9,2.0,Volkswagen,4,32484.299999999996,3137.55,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Diesel,165,49.6,2.0,Volkswagen,7,17094.3,67578.0,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,150,31.4,2.0,Volkswagen,4,34194.299999999996,10109.347,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,150,31.4,2.0,Volkswagen,4,34194.299999999996,5831.016,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,20514.3,96540.0,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,58.9,2.0,Volkswagen,6,20514.3,40595.07,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Manual,Diesel,145,53.3,2.0,Volkswagen,8,12876.3,75220.75,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,150,47.9,2.0,Volkswagen,4,26214.3,12262.189,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,150,47.9,2.0,Volkswagen,4,31914.299999999996,12847.865,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,125,58.9,2.0,Volkswagen,6,19374.3,54393.854,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,125,58.9,2.0,Volkswagen,6,20514.3,22928.25,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,22452.3,25888.81,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Semi-Auto,Diesel,165,49.6,2.0,Volkswagen,8,12529.74,110092.607,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,150,50.4,2.0,Volkswagen,6,26214.3,43443.0,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,19211.28,34038.395,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,150,58.9,2.0,Volkswagen,5,26214.3,36292.604,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,25497.239999999998,25058.566,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,25451.64,24146.263,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,25554.239999999998,22780.222,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,150,39.8,2.0,Volkswagen,4,31914.299999999996,13486.637999999999,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,20514.3,97344.5,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Semi-Auto,Diesel,160,49.6,2.0,Volkswagen,7,22560.6,36667.501,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,145,58.9,2.0,Volkswagen,5,21654.3,31731.089,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,42.8,2.0,Volkswagen,4,36474.299999999996,6436.0,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,125,58.9,2.0,Volkswagen,6,19944.3,46287.712,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,21545.999999999996,12974.976,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,20520.0,18178.482,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Automatic,Diesel,160,49.6,2.0,Volkswagen,7,25626.059999999998,43443.0,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,20696.699999999997,41834.0,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,57.6,2.0,Volkswagen,5,24280.859999999997,33473.636,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,18227.46,36685.2,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,150,58.9,2.0,Volkswagen,5,20451.6,30641.796,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,21249.6,37148.592,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,56.5,2.0,Volkswagen,7,14819.999999999998,47948.2,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,46.3,1.4,Volkswagen,5,22503.6,14783.492,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Petrol,145,38.2,1.5,Volkswagen,3,27064.739999999998,7024.894,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,125,60.1,2.0,Volkswagen,6,14398.199999999999,97634.12,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,37.2,1.5,Volkswagen,3,32993.88,8032.128,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,145,40.4,1.4,Volkswagen,5,25411.739999999998,17447.996,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,150,47.9,2.0,Volkswagen,3,37608.6,5631.5,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,20736.6,39681.158,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,46.3,1.4,Volkswagen,5,20280.6,39415.673,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Semi-Auto,Diesel,205,47.7,2.0,Volkswagen,9,12310.859999999999,79973.736,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Manual,Diesel,150,53.3,2.0,Volkswagen,9,10258.859999999999,50844.4,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,17259.6,60051.098,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,150,47.9,2.0,Volkswagen,4,29400.6,15975.761,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,22229.999999999996,7565.518,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,58.9,2.0,Volkswagen,6,23928.6,49077.718,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,33960.6,8045.0,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Diesel,150,58.9,2.0,Volkswagen,5,27120.6,41512.2,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,150,46.3,1.4,Volkswagen,6,20508.6,40225.0,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,46.3,2.0,Volkswagen,4,27815.999999999996,7884.1,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,48.7,1.4,Volkswagen,6,21204.0,35398.0,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,23130.6,8366.8,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,4,31349.999999999996,3464.177,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,150,48.7,1.4,Volkswagen,6,20736.6,35690.837999999996,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,48.7,1.4,Volkswagen,5,22674.6,23013.527,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,40.4,2.0,Volkswagen,4,29514.6,9654.0,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,3,32478.6,4827.0,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Automatic,Diesel,145,39.8,2.0,Volkswagen,4,32033.999999999996,20305.579999999998,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Diesel,145,47.9,2.0,Volkswagen,4,25587.3,8669.292,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,125,58.9,2.0,Volkswagen,6,18000.6,64107.387,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Petrol,145,40.9,1.5,Volkswagen,3,27120.6,5631.5,Volkswagen Tiguan,Compact SUV
Tiguan,2015,Semi-Auto,Diesel,200,47.1,2.0,Volkswagen,8,18664.079999999998,38941.018,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.2,2.0,Volkswagen,4,35775.479999999996,10072.34,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Petrol,145,39.8,2.0,Volkswagen,6,25981.739999999998,10072.34,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,28499.999999999996,2645.196,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,22231.14,75697.014,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,22117.14,14714.305,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,29639.999999999996,3218.0,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,5,22459.14,21367.52,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,5,22459.14,18183.309,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Semi-Auto,Diesel,145,39.8,2.0,Volkswagen,4,31921.139999999996,16469.724,Volkswagen Tiguan,Compact SUV
Tiguan,2020,Manual,Diesel,145,47.9,2.0,Volkswagen,3,31349.999999999996,4165.701,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Manual,Diesel,145,50.4,2.0,Volkswagen,6,22275.6,38574.166,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Petrol,145,46.3,1.4,Volkswagen,4,23358.6,11266.218,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,145,48.7,1.4,Volkswagen,5,23700.6,23940.311,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Manual,Diesel,165,48.7,2.0,Volkswagen,9,10021.74,129464.967,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,19369.739999999998,61803.299,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Petrol,150,38.2,1.5,Volkswagen,4,25079.999999999996,13193.8,Volkswagen Tiguan,Compact SUV
Tiguan,2019,Manual,Petrol,145,38.2,1.5,Volkswagen,4,23814.6,6389.339,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Semi-Auto,Petrol,145,40.4,1.4,Volkswagen,5,25250.999999999996,13325.738,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Semi-Auto,Diesel,200,47.7,2.0,Volkswagen,9,11969.999999999998,87381.572,Volkswagen Tiguan,Compact SUV
Tiguan,2014,Manual,Diesel,165,48.7,2.0,Volkswagen,9,12539.999999999998,54323.058,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,22799.999999999996,12188.175,Volkswagen Tiguan,Compact SUV
Tiguan,2018,Manual,Petrol,150,46.3,1.4,Volkswagen,5,21090.0,43520.231999999996,Volkswagen Tiguan,Compact SUV
Tiguan,2016,Manual,Diesel,125,58.9,2.0,Volkswagen,7,17670.0,49088.981,Volkswagen Tiguan,Compact SUV
Tiguan,2017,Semi-Auto,Diesel,145,49.6,2.0,Volkswagen,6,20327.339999999997,47938.546,Volkswagen Tiguan,Compact SUV
