model,registration,gear,fuel,tax,mpg,engineSize,make,car_age,price,mileage,car,class
C Class,2016,Semi-Auto,Diesel,30,61.4,2.1,Mercedes-Benz,7,23369.999999999996,28012.69,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,28.0,4.0,Mercedes-Benz,4,77497.2,5560.704,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,4,27907.199999999997,25.744,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,36457.2,14.481,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,26197.199999999997,14.481,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,35317.2,25.744,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,28477.199999999997,10915.456,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,28477.199999999997,8773.877,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,30209.999999999996,5375.669,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,27359.999999999996,8378.063,Mercedes-Benz C Class,Large family car
C Class,2015,Semi-Auto,Diesel,30,62.8,2.1,Mercedes-Benz,8,18787.199999999997,66530.541,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,145,64.2,2.1,Mercedes-Benz,6,22777.199999999997,26748.016,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,6,20497.199999999997,51904.731,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,2.0,Mercedes-Benz,4,32467.199999999997,7505.985,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,23917.199999999997,18361.908,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.1,Mercedes-Benz,4,22777.199999999997,24226.713,Mercedes-Benz C Class,Large family car
A Class,2018,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,5,27109.199999999997,12773.851,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,5,33607.2,13238.852,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Petrol,145,32.8,4.0,Mercedes-Benz,6,51847.2,17727.962,Mercedes-Benz C Class,Large family car
C Class,2020,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,3,37597.2,14.481,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,42157.2,25.744,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Diesel,20,68.9,2.1,Mercedes-Benz,7,23689.199999999997,50274.814,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,38737.2,14.481,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,4,36457.2,14.481,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,31349.999999999996,9438.394,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,4,29639.999999999996,14770.619999999999,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,36457.2,25.744,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,23347.199999999997,17472.131,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,22777.199999999997,23217.87,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,4,26197.199999999997,23835.726,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,34177.2,14846.243,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,68.9,1.5,Mercedes-Benz,4,23917.199999999997,13925.895,Mercedes-Benz A Class,Small family car
C Class,2017,Semi-Auto,Diesel,145,64.2,2.1,Mercedes-Benz,6,19699.199999999997,68051.046,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,4,31897.199999999997,23719.878,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,33037.2,17209.864,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,23917.199999999997,22860.672,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,23917.199999999997,23642.646,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,23917.199999999997,21137.433,Mercedes-Benz C Class,Large family car
C Class,2018,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,5,29047.199999999997,15816.47,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,56.5,2.0,Mercedes-Benz,4,33607.2,17801.976,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,30779.999999999996,16682.112,Mercedes-Benz C Class,Large family car
C Class,2017,Manual,Diesel,20,68.9,2.1,Mercedes-Benz,6,18217.199999999997,55819.428,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,4,29617.199999999997,321.8,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,29617.199999999997,14479.391,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,29617.199999999997,18361.908,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,29639.999999999996,8119.014,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,27109.199999999997,23592.767,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,28499.999999999996,21188.921,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,25057.199999999997,6460.135,Mercedes-Benz A Class,Small family car
A Class,2020,Manual,Petrol,145,45.6,1.3,Mercedes-Benz,3,27337.199999999997,461.783,Mercedes-Benz A Class,Small family car
A Class,2020,Semi-Auto,Diesel,145,56.5,2.0,Mercedes-Benz,3,29617.199999999997,1515.6779999999999,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,22777.199999999997,23019.963,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,21067.199999999997,28239.559,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,23347.199999999997,16487.423,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,5,31897.199999999997,21237.191,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,34177.2,7427.144,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,35317.2,5235.686,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,34177.2,9771.457,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,34177.2,15211.485999999999,Mercedes-Benz C Class,Large family car
C Class,2020,Semi-Auto,Petrol,145,28.0,4.0,Mercedes-Benz,3,75217.2,6434.391,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,33630.0,17600.851,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,54.3,2.0,Mercedes-Benz,4,34177.2,15739.238,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,47.1,1.5,Mercedes-Benz,4,30757.199999999997,10593.655999999999,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,21067.199999999997,27563.779,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,58.9,2.0,Mercedes-Benz,4,27907.199999999997,21422.226,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,2.0,Mercedes-Benz,4,33037.2,26617.686999999998,Mercedes-Benz C Class,Large family car
A Class,2018,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,5,24829.199999999997,17753.706,Mercedes-Benz A Class,Small family car
C Class,2020,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,3,35317.2,6434.391,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,29.7,3.0,Mercedes-Benz,4,52417.2,4210.753,Mercedes-Benz C Class,Large family car
C Class,2020,Semi-Auto,Petrol,145,28.3,3.0,Mercedes-Benz,3,44437.2,6434.391,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,29617.199999999997,21261.326,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,30757.199999999997,12423.089,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,29617.199999999997,20936.308,Mercedes-Benz C Class,Large family car
C Class,2018,Semi-Auto,Diesel,145,60.1,2.1,Mercedes-Benz,5,25057.199999999997,12910.616,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,35887.2,12106.116,Mercedes-Benz C Class,Large family car
C Class,2015,Semi-Auto,Diesel,145,53.3,2.1,Mercedes-Benz,8,12197.999999999998,94486.916,Mercedes-Benz C Class,Large family car
C Class,2018,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,5,27234.6,13184.146,Mercedes-Benz C Class,Large family car
C Class,2017,Automatic,Diesel,145,61.4,2.1,Mercedes-Benz,6,21068.339999999997,32468.011,Mercedes-Benz C Class,Large family car
C Class,2013,Semi-Auto,Diesel,150,53.3,2.1,Mercedes-Benz,10,9976.14,146493.014,Mercedes-Benz C Class,Large family car
A Class,2013,Semi-Auto,Petrol,125,52.3,1.6,Mercedes-Benz,10,13098.599999999999,25967.650999999998,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,4,23928.6,25361.058,Mercedes-Benz A Class,Small family car
A Class,2017,Manual,Petrol,125,51.4,1.6,Mercedes-Benz,6,17918.519999999997,52075.284999999996,Mercedes-Benz A Class,Small family car
C Class,2014,Semi-Auto,Petrol,125,52.3,2.0,Mercedes-Benz,9,15264.599999999999,70462.937,Mercedes-Benz C Class,Large family car
A Class,2014,Automatic,Petrol,145,45.6,2.0,Mercedes-Benz,9,19220.399999999998,32197.699,Mercedes-Benz A Class,Small family car
A Class,2017,Manual,Diesel,20,68.9,1.5,Mercedes-Benz,6,14534.999999999998,97013.046,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,21648.6,14209.079,Mercedes-Benz A Class,Small family car
C Class,2014,Automatic,Diesel,125,60.1,2.1,Mercedes-Benz,9,18228.6,65964.173,Mercedes-Benz C Class,Large family car
A Class,2017,Manual,Petrol,125,51.4,1.6,Mercedes-Benz,6,17826.18,31750.397,Mercedes-Benz A Class,Small family car
C Class,2018,Automatic,Petrol,145,50.4,2.0,Mercedes-Benz,5,21658.859999999997,40004.567,Mercedes-Benz C Class,Large family car
C Class,2015,Manual,Petrol,125,53.3,2.0,Mercedes-Benz,8,13109.999999999998,69055.062,Mercedes-Benz C Class,Large family car
C Class,2018,Semi-Auto,Diesel,145,67.3,2.1,Mercedes-Benz,5,25758.3,23151.900999999998,Mercedes-Benz C Class,Large family car
A Class,2015,Manual,Diesel,20,72.4,1.5,Mercedes-Benz,8,12762.3,68913.47,Mercedes-Benz A Class,Small family car
A Class,2013,Semi-Auto,Petrol,160,44.1,2.0,Mercedes-Benz,10,15498.3,77232.0,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Petrol,150,28.5,1.3,Mercedes-Benz,4,23937.719999999998,5985.48,Mercedes-Benz A Class,Small family car
C Class,2014,Semi-Auto,Diesel,145,53.3,2.1,Mercedes-Benz,9,11730.599999999999,127458.544,Mercedes-Benz C Class,Large family car
A Class,2018,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,5,23221.8,23698.961,Mercedes-Benz A Class,Small family car
A Class,2017,Manual,Diesel,20,68.9,1.5,Mercedes-Benz,6,16530.0,86726.709,Mercedes-Benz A Class,Small family car
C Class,2014,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,9,18119.16,54538.664,Mercedes-Benz C Class,Large family car
C Class,2015,Automatic,Diesel,20,64.2,2.1,Mercedes-Benz,8,17664.3,59854.8,Mercedes-Benz C Class,Large family car
A Class,2014,Semi-Auto,Diesel,20,68.9,1.5,Mercedes-Benz,9,13218.3,64360.0,Mercedes-Benz A Class,Small family car
A Class,2017,Manual,Petrol,150,51.4,1.6,Mercedes-Benz,6,17100.0,55428.441,Mercedes-Benz A Class,Small family car
C Class,2013,Semi-Auto,Petrol,580,23.0,6.2,Mercedes-Benz,10,26219.999999999996,69898.178,Mercedes-Benz C Class,Large family car
A Class,2018,Semi-Auto,Petrol,145,40.9,2.0,Mercedes-Benz,5,30774.299999999996,47825.916,Mercedes-Benz A Class,Small family car
A Class,2017,Semi-Auto,Petrol,145,53.3,1.6,Mercedes-Benz,6,18884.1,29602.382,Mercedes-Benz A Class,Small family car
C Class,2015,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,8,16929.0,71532.922,Mercedes-Benz C Class,Large family car
A Class,2018,Manual,Petrol,145,51.4,1.6,Mercedes-Benz,5,19711.739999999998,27755.25,Mercedes-Benz A Class,Small family car
C Class,2014,Semi-Auto,Diesel,145,56.5,2.1,Mercedes-Benz,9,12691.619999999999,99140.144,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,150,64.2,2.1,Mercedes-Benz,6,21648.6,60707.57,Mercedes-Benz C Class,Large family car
A Class,2014,Semi-Auto,Diesel,20,68.9,2.1,Mercedes-Benz,9,15150.599999999999,78231.189,Mercedes-Benz A Class,Small family car
A Class,2018,Manual,Petrol,145,51.4,1.6,Mercedes-Benz,5,17208.3,20917.0,Mercedes-Benz A Class,Small family car
A Class,2013,Manual,Diesel,20,72.4,1.5,Mercedes-Benz,10,11394.3,119267.125,Mercedes-Benz A Class,Small family car
A Class,2017,Semi-Auto,Diesel,20,74.3,1.5,Mercedes-Benz,6,15948.599999999999,99190.023,Mercedes-Benz A Class,Small family car
A Class,2015,Manual,Diesel,20,70.6,1.5,Mercedes-Benz,8,14872.439999999999,70041.379,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,4,29617.199999999997,9116.594,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,5,25855.199999999997,12019.23,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,61.4,2.0,Mercedes-Benz,4,23917.199999999997,21954.805,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,67.3,1.5,Mercedes-Benz,4,26197.199999999997,24107.647,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,28477.199999999997,10521.251,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,29617.199999999997,9985.454,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,2.0,Mercedes-Benz,4,32467.199999999997,4157.656,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,28477.199999999997,7020.067,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,34177.2,14656.381,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,32809.2,41954.675,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,7,21067.199999999997,41827.564,Mercedes-Benz C Class,Large family car
C Class,2020,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,3,34747.2,25.744,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,56.5,2.0,Mercedes-Benz,4,28477.199999999997,400.641,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,4,34747.2,400.641,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Diesel,145,64.2,2.0,Mercedes-Benz,4,35340.0,20.917,Mercedes-Benz C Class,Large family car
A Class,2013,Manual,Petrol,145,49.6,1.6,Mercedes-Benz,10,11502.599999999999,72614.17,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,5,25649.999999999996,16917.026,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,68.9,1.5,Mercedes-Benz,4,21944.999999999996,23597.594,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,5,31349.999999999996,19684.506,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,4,27223.199999999997,10482.635,Mercedes-Benz A Class,Small family car
A Class,2017,Semi-Auto,Diesel,145,68.9,2.1,Mercedes-Benz,6,21084.3,25316.006,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,28.5,3.0,Mercedes-Benz,4,45594.299999999996,14952.437,Mercedes-Benz C Class,Large family car
C Class,2020,Semi-Auto,Petrol,145,42.2,2.0,Mercedes-Benz,3,51294.299999999996,402.25,Mercedes-Benz C Class,Large family car
C Class,2017,Automatic,Diesel,150,58.9,2.1,Mercedes-Benz,6,27354.3,54492.003,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,145,64.2,2.1,Mercedes-Benz,6,19374.3,48681.904,Mercedes-Benz C Class,Large family car
A Class,2015,Semi-Auto,Petrol,200,40.9,2.0,Mercedes-Benz,8,26214.3,60337.5,Mercedes-Benz A Class,Small family car
A Class,2016,Semi-Auto,Diesel,20,68.9,2.1,Mercedes-Benz,7,21654.3,42237.859,Mercedes-Benz A Class,Small family car
A Class,2016,Semi-Auto,Petrol,125,53.3,1.6,Mercedes-Benz,7,13678.859999999999,83396.079,Mercedes-Benz A Class,Small family car
C Class,2015,Semi-Auto,Diesel,20,64.2,2.1,Mercedes-Benz,8,16461.6,48881.42,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,45.6,1.5,Mercedes-Benz,4,30539.46,7530.12,Mercedes-Benz C Class,Large family car
C Class,2014,Automatic,Diesel,20,64.2,2.1,Mercedes-Benz,9,23364.3,16.09,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Petrol,260,35.3,3.0,Mercedes-Benz,7,34194.299999999996,54668.993,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,6,18804.3,49568.462999999996,Mercedes-Benz C Class,Large family car
C Class,2016,Automatic,Petrol,125,52.3,2.0,Mercedes-Benz,7,21853.8,57312.58,Mercedes-Benz C Class,Large family car
C Class,2016,Manual,Diesel,20,70.6,1.6,Mercedes-Benz,7,16024.979999999998,34501.787,Mercedes-Benz C Class,Large family car
A Class,2018,Manual,Diesel,145,68.9,1.5,Mercedes-Benz,5,18388.199999999997,29879.13,Mercedes-Benz A Class,Small family car
C Class,2018,Semi-Auto,Diesel,145,61.4,2.1,Mercedes-Benz,5,24122.399999999998,22204.2,Mercedes-Benz C Class,Large family car
A Class,2016,Semi-Auto,Diesel,20,74.3,1.5,Mercedes-Benz,7,17415.78,74775.057,Mercedes-Benz A Class,Small family car
A Class,2019,Semi-Auto,Diesel,145,65.7,1.5,Mercedes-Benz,4,21067.199999999997,29100.374,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,29617.199999999997,18334.555,Mercedes-Benz C Class,Large family car
A Class,2019,Semi-Auto,Diesel,145,68.9,1.5,Mercedes-Benz,4,22207.199999999997,17649.121,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Petrol,145,44.1,1.5,Mercedes-Benz,4,33060.0,9552.633,Mercedes-Benz C Class,Large family car
A Class,2017,Manual,Diesel,150,72.4,1.5,Mercedes-Benz,6,16296.3,41745.505,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,57.7,2.0,Mercedes-Benz,4,33054.299999999996,8360.364,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Diesel,30,64.2,1.6,Mercedes-Benz,7,20517.719999999998,9723.187,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Hybrid,0,134.5,2.0,Mercedes-Benz,7,22455.719999999998,21102.035,Mercedes-Benz C Class,Large family car
A Class,2018,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,5,23934.3,23974.1,Mercedes-Benz A Class,Small family car
A Class,2018,Semi-Auto,Petrol,145,53.3,1.3,Mercedes-Benz,5,23938.859999999997,13758.559,Mercedes-Benz A Class,Small family car
C Class,2019,Semi-Auto,Diesel,145,56.5,2.0,Mercedes-Benz,4,33058.86,10780.3,Mercedes-Benz C Class,Large family car
A Class,2017,Semi-Auto,Petrol,145,53.3,1.6,Mercedes-Benz,6,18804.3,23213.043,Mercedes-Benz A Class,Small family car
C Class,2017,Semi-Auto,Diesel,145,58.9,2.1,Mercedes-Benz,6,24504.3,28064.178,Mercedes-Benz C Class,Large family car
A Class,2020,Semi-Auto,Petrol,145,40.9,2.0,Mercedes-Benz,3,34194.299999999996,3218.0,Mercedes-Benz A Class,Small family car
C Class,2015,Semi-Auto,Diesel,30,64.2,2.1,Mercedes-Benz,8,19944.3,53780.825,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,28.0,4.0,Mercedes-Benz,4,76944.29999999999,1126.3,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,47.1,1.5,Mercedes-Benz,4,28498.859999999997,23848.597999999998,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,45.6,1.5,Mercedes-Benz,4,28498.859999999997,18622.566,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,44.1,1.5,Mercedes-Benz,4,26788.859999999997,23573.459,Mercedes-Benz C Class,Large family car
C Class,2019,Semi-Auto,Petrol,145,46.3,1.5,Mercedes-Benz,4,29068.859999999997,22358.664,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Diesel,145,57.7,2.0,Mercedes-Benz,4,34198.86,8500.347,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,44.8,1.6,Mercedes-Benz,4,34770.0,8043.391,Mercedes-Benz C Class,Large family car
A Class,2019,Automatic,Petrol,145,53.3,1.3,Mercedes-Benz,4,29924.999999999996,802.891,Mercedes-Benz A Class,Small family car
A Class,2019,Automatic,Petrol,145,53.3,1.3,Mercedes-Benz,4,28498.859999999997,2767.48,Mercedes-Benz A Class,Small family car
C Class,2019,Automatic,Diesel,145,64.2,2.0,Mercedes-Benz,4,36478.85999999999,8043.391,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,46.3,1.5,Mercedes-Benz,4,35338.86,8043.391,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Diesel,145,51.4,2.0,Mercedes-Benz,4,37044.299999999996,8043.391,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Diesel,145,55.4,2.0,Mercedes-Benz,4,37048.85999999999,4452.103,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,30.4,3.0,Mercedes-Benz,4,44458.85999999999,6918.7,Mercedes-Benz C Class,Large family car
C Class,2019,Automatic,Petrol,145,44.8,1.6,Mercedes-Benz,4,32830.86,5613.801,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,145,67.3,2.1,Mercedes-Benz,6,26214.3,61899.839,Mercedes-Benz C Class,Large family car
A Class,2019,Automatic,Petrol,145,53.3,1.3,Mercedes-Benz,4,28498.859999999997,3480.267,Mercedes-Benz A Class,Small family car
A Class,2016,Manual,Diesel,20,68.9,1.5,Mercedes-Benz,7,19261.44,18717.497,Mercedes-Benz A Class,Small family car
A Class,2017,Manual,Diesel,30,62.8,2.1,Mercedes-Benz,6,17511.539999999997,48175.069,Mercedes-Benz A Class,Small family car
A Class,2013,Manual,Diesel,30,62.8,1.8,Mercedes-Benz,10,11674.74,87830.483,Mercedes-Benz A Class,Small family car
C Class,2017,Semi-Auto,Diesel,30,65.7,2.1,Mercedes-Benz,6,29063.159999999996,32791.42,Mercedes-Benz C Class,Large family car
A Class,2015,Semi-Auto,Diesel,20,68.9,2.1,Mercedes-Benz,8,17670.0,53627.97,Mercedes-Benz A Class,Small family car
C Class,2016,Automatic,Hybrid,0,134.5,2.0,Mercedes-Benz,7,21657.719999999998,42432.548,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Diesel,145,64.2,2.1,Mercedes-Benz,6,21657.719999999998,38247.539,Mercedes-Benz C Class,Large family car
C Class,2016,Manual,Diesel,20,72.4,1.6,Mercedes-Benz,7,12537.72,134811.674,Mercedes-Benz C Class,Large family car
C Class,2017,Semi-Auto,Hybrid,0,134.5,2.0,Mercedes-Benz,6,21087.719999999998,77882.036,Mercedes-Benz C Class,Large family car
C Class,2016,Semi-Auto,Hybrid,0,134.5,2.0,Mercedes-Benz,7,15615.72,139926.685,Mercedes-Benz C Class,Large family car
C Class,2017,Manual,Diesel,20,70.6,2.1,Mercedes-Benz,6,16755.719999999998,94992.14199999999,Mercedes-Benz C Class,Large family car
C Class,2016,Manual,Diesel,20,70.6,2.1,Mercedes-Benz,7,15387.72,51767.966,Mercedes-Benz C Class,Large family car
C Class,2015,Semi-Auto,Hybrid,0,78.5,2.1,Mercedes-Benz,8,18238.859999999997,63064.755,Mercedes-Benz C Class,Large family car
